,link
785,https://www.dawn.com/news/307143/uk-muslim-lawyers-tackle-forced-marriage-crisis
786,https://www.dawn.com/news/1592212
787,https://www.dawn.com/news/1282269
788,https://www.thenews.com.pk/latest/728900-lahore-motorway-gang-rape-suspect-abid-malhi-surrendered-himself-father
789,https://www.dawn.com/news/1445370
790,https://www.thenews.com.pk/print/404174-women-workers-demand-same-wages-end-to-harassment
791,https://www.thenews.com.pk/print/244591-The-Buffalo-Boy
792,https://www.dawn.com/news/1572106
793,https://www.thenews.com.pk/latest/732241-shaniera-akram-speaks-up-against-sexual-abuse-in-pakistan
794,https://www.dawn.com/news/1145141
795,https://www.dawn.com/news/1581108/girl-killed-for-honour-in-darra-three-relatives-held
796,https://www.thenews.com.pk/print/653587-boy-drowns-in-tarbela-lake
797,https://www.thenews.com.pk/print/478047-question-of-honour
798,https://www.thenews.com.pk/print/22747-the-distressing-plight-of-nepals-dalit-child-brides
799,https://www.dawn.com/news/1500816
800,https://www.thenews.com.pk/print/696230-newborn-girl-survives-after-being-thrown-off-second-floor
801,https://www.dawn.com/news/1505653
802,https://www.dawn.com/news/1591426
803,https://www.thenews.com.pk/print/737240-under-age-marriage
804,https://www.thenews.com.pk/print/574498-16-days-activism-against-gender-based-violence-kicks-off
805,https://www.dawn.com/news/1424257
806,https://www.dawn.com/news/1245202
807,https://www.thenews.com.pk/print/216008-Honor-killing
808,https://www.dawn.com/news/1573976
809,https://www.thenews.com.pk/print/505726-forced-marriage-conversion-un-islamic-imran
810,https://www.thenews.com.pk/print/755040-sending-sexually-explicit-videos-man-held-for-using-pubg-8-ball-pool-to-blackmail-kids
811,https://www.thenews.com.pk/amp/455963-woman-allegedly-kills-man-for-harassment
812,https://www.thenews.com.pk/print/221676-Court-orders-house-search-in-blackmail-case
813,https://www.dawn.com/news/1574119/protecting-children
814,https://www.thenews.com.pk/archive/print/253342-girl-13-saved-from-forced-marriage
815,https://www.thenews.com.pk/print/316780-7-495-appointed-irregularly-in-sindh-police
816,https://www.thenews.com.pk/print/113332-three-die-in-sahiwal-windstorm
817,https://www.dawn.com/news/1375894
818,https://www.thenews.com.pk/print/629448-kp-police-set-up-wing-to-research-child-abuse-heinous-crimes
819,https://www.thenews.com.pk/latest/722466-nora-fatehi-breaks-silence-as-terence-lewis-gets-accused-of-sexually-harassing-her
820,https://www.thenews.com.pk/print/664217-to-restrict-abortion-us-states-manipulating-pandemic-un-expert
821,https://www.thenews.com.pk/print/748868-anti-violence-pledge-campaign-launched
822,https://www.thenews.com.pk/latest/378319-law-minister-seeks-proposals-to-protect-women-from-honor-crimes-violence
823,https://www.dawn.com/news/1531688/man-arrested-in-rahim-yar-khan-for-allegedly-desecrating-holy-quran
824,https://www.dawn.com/news/1238495
825,https://www.dawn.com/news/631517/newspaper/column
826,https://www.thenews.com.pk/print/318592-pcsw-rescues-19-year-old-girl-from-illegal-confinement
827,https://www.dawn.com/news/1434076
828,https://www.dawn.com/authors/2388/didi-tang
829,https://www.dawn.com/news/1258387
830,https://www.thenews.com.pk/print/669209-three-gang-rape-accused-held
831,https://www.dawn.com/news/1577597/punjab-police-bureaucracy-reshuffle-again-follows-pms-visit
832,https://www.dawn.com/news/1410070
833,https://www.thenews.com.pk/print/156180-Confusing-punishment
834,https://www.dawn.com/news/1455038
835,https://www.dawn.com/news/1386669
836,https://www.thenews.com.pk/latest/756092-minor-boy-raped-after-he-was-kidnapped-police
837,https://www.dawn.com/news/1568822/case-against-faith-healer-for-boys-death
838,https://www.thenews.com.pk/latest/592412-nora-fatehi-harassed-by-fans-outside-church-in-viral-video-watch
839,https://www.thenews.com.pk/print/93238-Court-declares-16-year-old-converted-girls-marriage-valid
840,https://www.thenews.com.pk/latest/321761-pakistans-new-envoy-to-us-ali-siddiqui-to-assume-office-on-may-29/
841,https://www.dawn.com/news/1541551
842,https://www.dawn.com/news/1409776/158-quack-centres-sealed-in-11-dists
843,https://www.dawn.com/news/1239156
844,https://www.thenews.com.pk/print/721172-no-development
845,https://www.thenews.com.pk/print/625804-women-shall-have-similar-rights
846,https://www.thenews.com.pk/print/456407-man-allegedly-kills-brother-over-monetary-dispute
847,https://www.thenews.com.pk/print/277317-jang-economic-session
848,https://www.dawn.com/news/1490687
849,https://www.thenews.com.pk/print/686399-man-held-for-allegedly-raping-five-year-old-girl
850,https://www.thenews.com.pk/print/289698-cases-rife-of-violence-against-women
851,https://www.dawn.com/news/1121441
852,https://www.dawn.com/news/1389325
853,https://www.dawn.com/news/1494389/gender-based-violence
854,https://www.dawn.com/news/1167065
855,https://www.dawn.com/news/1591454
856,https://www.dawn.com/news/1037951/report-says-700000-women-faced-post-abortion-complications-in-2012
857,https://www.thenews.com.pk/latest/724090-forced-abortion-leads-to-death-of-allegedly-raped-bahawalpur-woman-police
858,https://www.dawn.com/news/1568143
859,https://www.dawn.com/news/1391431
860,https://www.thenews.com.pk/print/688234-crime-of-honour
861,https://www.thenews.com.pk/print/473843-pindi-gang-rape-case-three-cops-among-four-accused-sent-on-5-day-physical-remand
862,https://www.thenews.com.pk/print/600696-child-abuse
863,https://www.dawn.com/news/1510908
864,https://www.thenews.com.pk/print/136901-Bail-plea-in-child-abuse-case-dismissed
865,https://www.thenews.com.pk/print/719864-motorway-rape-incident-disgraced-pakistan-across-world
866,https://www.thenews.com.pk/latest/413859-ranveer-alia-starrer-gully-boy-reveals-first-look
867,https://www.thenews.com.pk/archive/print/513076-two-killed-in-charsadda-incidents
868,https://www.thenews.com.pk/print/325236-honour-killing-claims-two-lives-in-sindh
869,https://www.thenews.com.pk/print/574353-function-at-sbbwu-panel-wants-ways-found-to-end-gender-based-violence
870,https://www.thenews.com.pk/latest/247076-us-mom-details-brutality-at-hands-of-taliban-faction
871,https://www.thenews.com.pk/print/44851-tension-mounts-at-ned-as-employees-stage-sit-in
872,https://www.thenews.com.pk/print/640171-father-kills-daughter-in-the-name-of-honour
873,https://www.dawn.com/news/684280
874,https://www.thenews.com.pk/tns/detail/603485-the-state-of-police
875,https://www.thenews.com.pk/print/431427-treating-child-abuse-as-taboo-painful-mazari
876,https://www.dawn.com/news/1590438
877,https://www.thenews.com.pk/print/701665-five-year-old-girl-slain-after-sexual-assault
878,https://www.thenews.com.pk/print/502672-convention-190
879,https://www.dawn.com/news/1328243
880,https://www.thenews.com.pk/print/158804-Forced-marriage-child-labour-undermining-girls-health
881,https://www.thenews.com.pk/print/716493-motorway-gang-rape-victim-has-identified-both-accused-chohan
882,https://www.thenews.com.pk/print/723404-another-woman-gang-raped-in-nankana-village
883,https://www.dawn.com/news/1580037/speakers-call-for-increasing-shelters-for-gender-based-violence-survivors
884,https://www.thenews.com.pk/print/174771-UK-asks-forced-marriage-victim-to-pay-for-repatriation-from-Pakistan
885,https://www.dawn.com/news/1287766/thousands-of-polish-women-strike-against-abortion-ban
886,https://www.dawn.com/news/1098452
887,https://www.thenews.com.pk/print/271460-madrasa-teacher-beatsnine-year-old-boy-to-death
888,https://www.dawn.com/news/1392303
889,https://www.dawn.com/news/1109872
890,https://www.thenews.com.pk/tns/detail/576109-small-steps-towards-women-rights
891,https://www.dawn.com/news/1371872
892,https://www.dawn.com/news/1515863
893,https://www.thenews.com.pk/print/137226-Honour-killings-to-beFasad-Fil-Ardh-invite-25-year-jail-term
894,https://www.thenews.com.pk/print/453136-3-832-cases-of-child-abuse-reported-last-year
895,https://www.dawn.com/news/1513497/opposition-blackmail-wont-work-says-imran
896,https://www.thenews.com.pk/print/198028-Child-abuse-in-Pakistan-increases-by-10-percent-report
897,https://www.thenews.com.pk/print/688487-girl-abducted-in-daska
898,https://www.dawn.com/news/1409385
899,https://www.thenews.com.pk/print/722448-motorway-gang-rape-case-atc-extends-judicial-remand-of-accused
900,https://www.thenews.com.pk/latest/740910-mother-daughter-allegedly-raped-by-men-at-gunpoint-in-faisalabad
901,https://www.dawn.com/news/1493949/suspect-held-for-child-abuse-in-lakki-marwat
902,https://www.thenews.com.pk/print/275184-court-moved-for-strict-laws-in-child-abuse-cases
903,https://www.dawn.com/news/611583
904,https://www.thenews.com.pk/print/714237-a-few-most-publicised-rape-cases-in-pakistan
905,https://www.thenews.com.pk/print/54221-seven-men-charged-in-shikarpur-honour-killing-case-sc-told
906,https://www.dawn.com/news/1565976
907,https://www.dawn.com/news/1577264
908,https://www.thenews.com.pk/print/736791-mazari-stresses-implementation-of-law-in-child-labour-abuse-cases
909,https://www.thenews.com.pk/print/711287-4-cops-among-8-gang-rape-minor-in-india
910,https://www.dawn.com/news/1461951
911,https://www.dawn.com/news/1371111
912,https://www.dawn.com/news/1340717
913,https://www.thenews.com.pk/print/193058-Missing-girl-student-has-joined-Daesh-claim-police
914,https://www.thenews.com.pk/print/370968-reforms-and-the-police-force
915,https://www.thenews.com.pk/print/751963-court-seeks-police-comments-in-alleged-rape-case-against-babar-azam
916,https://www.thenews.com.pk/latest/608956-faisalabad-woman-hacks-off-mans-genitals-for-allegedly-attempting-to-rape-her
917,https://www.dawn.com/news/1302057
918,https://www.dawn.com/news/1402150
919,https://www.dawn.com/news/1565057
920,https://www.thenews.com.pk/print/707618-the-greatest-tragedy
921,https://www.dawn.com/news/1582461
922,https://www.thenews.com.pk/tns/detail/565375-modern-slavery
923,https://www.thenews.com.pk/print/449494-two-girls-honour-killing
924,https://www.thenews.com.pk/latest/756531-jason-momoa-presents-a-young-boy-with-a-life-size-aquaman-trident
925,https://www.dawn.com/news/1565085
926,https://www.thenews.com.pk/latest/446934-kashmala-tariq-clarifies-on-good-morning-harassment-controversy
927,https://www.dawn.com/news/1582414/soldier-boy-martyred-in-indian-firing
928,https://www.thenews.com.pk/print/172250-Anti-honour-killing-law-needs-many-changes-Babar
929,https://www.thenews.com.pk/print/707112-optimism-as-pakistan-s-virus-deaths-drop-to-single-digits
930,https://www.dawn.com/news/1578016
931,https://www.dawn.com/news/1577388
932,https://www.thenews.com.pk/latest/487336-pakistan-says-it-will-create-gender-based-violence-courts
933,https://www.thenews.com.pk/print/738422-motorway-gang-rape-case-atc-grants-14-day-physical-remand-of-prime-suspect
934,https://www.thenews.com.pk/print/714660-child-abuse-cases-on-the-rise-in-punjab
935,https://www.dawn.com/news/1589742/stray-dogs-kill-boy
936,https://www.thenews.com.pk/print/709819-police-welfare-centres-to-provide-relief-to-cops-ig
937,https://www.dawn.com/authors/702/malik-siraj-akbar
938,https://www.thenews.com.pk/print/711179-four-cops-among-eight-gang-rape-minor-in-india
939,https://www.dawn.com/news/1592992
940,https://www.thenews.com.pk/print/52658-two-us-presidents-among-many-celebrities-blackmailed
941,https://www.dawn.com/news/1571602
942,https://www.dawn.com/news/1556470/man-arrested-for-assaulting-minor-boy-in-swabi
943,https://www.dawn.com/news/1373358
944,https://www.dawn.com/news/1097361/teenage-boy-sister-die-of-food-poisoning
945,https://www.dawn.com/news/1516630
946,https://www.dawn.com/news/1185403/islam-against-honour-killing-say-women-scholars
947,https://www.dawn.com/news/1410205
948,https://www.thenews.com.pk/print/17083-early-forced-marriages-increasing
949,https://www.thenews.com.pk/print/737398-indian-boy-kills-father-watches-crime-patrol-serial-to-destroy-evidence
950,https://www.thenews.com.pk/print/752882-shc-orders-simplifying-sops-for-investigating-rape-assault-cases
951,https://www.thenews.com.pk/print/390296-two-doctor-girls-forced-marriage-stopped-mazari
952,https://www.thenews.com.pk/latest/336454-patari-members-resign-after-alleged-harasser-continues-as-ceo
953,https://www.dawn.com/news/726517
954,https://www.thenews.com.pk/print/734808-police-martyrs-write-golden-chapter-with-their-blood
955,https://www.thenews.com.pk/latest/127550-Sunni-Ittehad-Council-declares-honour-killing-against-Islam-Pakistan
956,https://www.thenews.com.pk/print/710564-no-honour-in-murder
957,https://www.thenews.com.pk/latest/692859-man-arrested-for-blackmailing-jannat-mirza
958,https://www.thenews.com.pk/print/717086-khairpur-tamewali-rape-girl-laid-to-rest-after-postmortem
959,https://www.thenews.com.pk/latest/729822-fawad-khan-sadaf-khan-blessed-with-baby-girl
960,https://www.thenews.com.pk/print/723765-two-gang-rape-accused-remanded
961,https://www.thenews.com.pk/print/601492-140-child-domestic-workers-tortured-raped-or-murdered-in-a-decade
962,https://www.thenews.com.pk/print/579148-child-abuse-is-preventable
963,https://www.thenews.com.pk/print/101258-The-Hindu-marriage-bill
964,https://www.dawn.com/news/1566670
965,https://www.thenews.com.pk/print/739355-motorway-gang-rape-accused-confesses-to-crime
966,https://www.thenews.com.pk/print/293278-four-men-involved-in-gang-rapes-blackmail-sent-on-judicial-remand
967,https://www.dawn.com/news/1144433/govt-to-support-victims-of-gender-based-violence
968,https://www.thenews.com.pk/print/647336-shc-upholds-death-sentence-of-former-sessions-judge-another-man-in-honour-killing-case
969,https://www.dawn.com/news/1583103
970,https://www.dawn.com/news/1572246/family-creates-nonprofit-honouring-karachi-student-killed-in-us-shooting
971,https://www.dawn.com/news/1482437
972,https://www.dawn.com/news/729367/forced-marriage-victims-hate-the-crime-not-their-parents
973,https://www.thenews.com.pk/print/718925-another-gang-rape-in-karachi
974,https://www.thenews.com.pk/print/530311-former-mpa-says-modi-has-undone-what-nehru-promised-to-kashmiris
975,https://www.thenews.com.pk/print/249162-trials-for-cm-talent-hunt-programme-end
976,https://www.thenews.com.pk/print/315144-murder-suicide-turns-out-to-be-honour-killing
977,https://www.thenews.com.pk/print/165703-Anti-dowry-law-urged
978,https://www.thenews.com.pk/print/456098-court-allows-christian-girl-to-go-with-father
979,https://www.thenews.com.pk/print/170985-Event-on-womens-empowerment-child-abuse
980,https://www.thenews.com.pk/latest/714717-authorities-continue-search-for-prime-suspect-in-motorway-rape-case
981,https://www.thenews.com.pk/archive/print/433017-boy-rescued-from-%E2%80%98facebook-kidnappers%E2%80%99
982,https://www.dawn.com/news/1392053
983,https://www.dawn.com/news/1378970
984,https://www.thenews.com.pk/print/582008-man-jailed-for-2001-honour-killing-in-luton
985,https://www.dawn.com/news/1530860
986,https://www.dawn.com/news/1128966/man-woman-killed-for-honour-in-swat
987,https://www.dawn.com/news/1477791
988,https://www.dawn.com/news/1560933/boy-allegedly-stabbed-to-death-by-his-friend
989,https://www.dawn.com/news/1581729
990,https://www.dawn.com/news/1583767
991,https://www.dawn.com/news/1179252/facilitation-centres-to-resolve-650-forced-marriage-cases
992,https://www.thenews.com.pk/latest/743339-kashmore-police-claim-main-suspect-in-gang-rape-case-killed-by-accomplice
993,https://www.dawn.com/news/1581429/alleged-killer-of-policeman-shot-dead-in-encounter
994,https://www.dawn.com/news/589936/pakistani-police-most-frequent-recipients-of-bribes-ti-survey-2
995,https://www.thenews.com.pk/print/436147-lahore-literary-festival-gender-issues-honour-killings-highlighted
996,https://www.dawn.com/news/1575902/police-prevent-girls-burial-on-suspicion-of-murder
997,https://www.thenews.com.pk/print/718771-three-booked-for-gang-raping-teenage-boy-in-clifton
998,https://www.thenews.com.pk/print/669981-ulema-support-police-drive-to-end-honour-killings-in-kohistan
999,https://www.thenews.com.pk/print/744861-resolution-against-child-abuse
1000,https://www.dawn.com/news/1238981
1001,https://www.thenews.com.pk/latest/716641-south-punjab-witnesses-rise-in-blackmailing-harassment-of-women-over-past-two-months
1002,https://www.dawn.com/news/1021167/british-asian-paedophile-gang-jailed-for-life
1003,https://www.dawn.com/news/1383448
1004,https://www.thenews.com.pk/info/locations/swabi
1005,https://www.thenews.com.pk/print/725607-india-police-book-hundreds-over-foreign-involvement-in-gang-rape-protests
1006,https://www.thenews.com.pk/print/712725-robbers-kill-man-in-kasur
1007,https://www.thenews.com.pk/print/735351-sexual-abuse-of-human-body-bill-moved-in-senate-seeking-death-or-life-for-abuser
1008,https://www.dawn.com/news/1560469/gender-inequalities
1009,https://www.thenews.com.pk/print/257454-detailed-judgment-phc-declares-forced-abortion-a-strong-ground-for-dissolution-of-marriage
1010,https://www.thenews.com.pk/print/752397-supreme-court-acquits-man-involved-in-rape-murder-of-widow
1011,https://www.thenews.com.pk/print/237816-PIMS-strike-allegedly-takes-a-life
1012,https://www.thenews.com.pk/print/723911-girl-gang-raped-in-hotel
1013,https://www.thenews.com.pk/print/177182-Cases-of-violence-against-women-increase
1014,https://www.dawn.com/news/1581476
1015,https://www.thenews.com.pk/tns/detail/750093-preventing-rape
1016,https://www.thenews.com.pk/print/747901-minor-girl-killed-in-aerial-firingkasur-a-13-year-old-girl-was-killed-and-three-other-women-sustained-bullet-injuries-in-an-aerial-firing-during-a-wedding-ceremony-at-taragarh-chak-44-village
1017,https://www.dawn.com/news/1494483
1018,https://www.thenews.com.pk/latest/155353-Parliament-adopts-bills-for-prevention-of-rape-honour-killing
1019,https://www.thenews.com.pk/print/705348-three-held-for-raping-13-year-old-girl-for-five-months
1020,https://www.dawn.com/news/1450026
1021,https://www.dawn.com/news/1574064/man-falls-victim-to-honour-killing-at-lasbela
1022,https://www.dawn.com/news/1264370
1023,https://www.thenews.com.pk/latest/747077-female-activists-in-london-initiate-rape-free-india-campaign
1024,https://www.thenews.com.pk/latest/358133-jennifer-garner-honored-with-hollywood-star
1025,https://www.thenews.com.pk/print/519392-polyclinic-pims-to-have-separate-counters-for-child-abuse-victims
1026,https://www.dawn.com/news/1546921
1027,https://www.thenews.com.pk/print/726653-bill-against-forced-conversions-to-be-tabled-in-pa-again-says-murtaza-wahab
1028,https://www.thenews.com.pk/latest/747503-controversial-scenes-in-a-suitable-boy-stir-trouble-for-netflix-in-india
1029,https://www.dawn.com/news/1464717
1030,https://www.dawn.com/news/1437587
1031,https://www.dawn.com/news/1291344
1032,https://www.dawn.com/news/1586410
1033,https://www.dawn.com/news/1113127
1034,https://www.dawn.com/news/1344409
1035,https://www.thenews.com.pk/print/713116-three-suspected-criminals-shot-dead-in-encounters-with-police
1036,https://www.dawn.com/news/1115620
1037,https://www.dawn.com/news/1523685/two-killed-for-honour-in-nowshera
1038,https://www.thenews.com.pk/latest/723433-scott-disick-dating-a-new-girl-after-split-from-sofia-richie
1039,https://www.thenews.com.pk/latest/115744-Sharif-brothers-blackmailing-political-opponents-alleges-Imran
1040,https://www.dawn.com/news/1584113/body-of-minor-boy-found-hanging-from-tree-after-rape-in-balochistans-killa-abdullah
1041,https://www.dawn.com/news/1483535
1042,https://www.thenews.com.pk/latest/5390-fake-degree-scam-axact-call-agents-used-to-intimidate-blackmail-clients-in-uae
1043,https://www.thenews.com.pk/print/652208-23-cases-of-child-abuse-registered-with-pindi-police
1044,https://www.dawn.com/news/1499379
1045,https://www.thenews.com.pk/print/25853-eating-late-could-damage-your-brain
1046,https://www.dawn.com/news/670841/jirga-forces-break-up-of-couple
1047,https://www.thenews.com.pk/print/722300-balochistan-high-court-grants-clifton-gang-rape-suspects-bail
1048,https://www.thenews.com.pk/print/610626-na-passes-resolution-for-public-hanging-of-child-abuse-convicts
1049,https://www.thenews.com.pk/print/474619-online-blackmail
1050,https://www.thenews.com.pk/print/170265-Religious-parties-threaten-to-lay-siege-to-Sindh-Assembly
1051,https://www.thenews.com.pk/print/651037-world-may-see-more-gender-based-violence-cases
1052,https://www.thenews.com.pk/print/736876-influential-triple-murder-accused-slips-away-before-police-raid
1053,https://www.thenews.com.pk/print/682176-woman-dies-husband-injured-in-accident
1054,https://www.dawn.com/news/1108900
1055,https://www.dawn.com/news/1110925
1056,https://www.thenews.com.pk/print/514368-rajnath-s-statement-a-nuclear-blackmail
1057,https://www.thenews.com.pk/latest/754665-fia-arrest-man-jamshoro-blackmailed-children-into-sending-sexually-explicit-videos-online-games
1058,https://www.dawn.com/news/1043276
1059,https://www.thenews.com.pk/tns/detail/565422-girl-motorcycle
1060,https://www.dawn.com/news/1377787
1061,https://www.thenews.com.pk/tns/detail/563536-journey-ravita-gulnaz
1062,https://www.thenews.com.pk/print/477304-lack-of-police-personnel-resources-lead-to-surge-in-crime
1063,https://www.thenews.com.pk/print/305596-2012-torch-design-revealed
1064,https://www.thenews.com.pk/print/403045-thousands-of-myanmar-women-forced-into-marriage-in-china
1065,https://www.thenews.com.pk/latest/323433-hareem-farooq-lauds-student-for-speaking-out-about-sexual-harrassment-at-karachi-college
1066,https://www.dawn.com/news/1561163
1067,https://www.thenews.com.pk/print/318729-police-rescue-italian-girl-of-pak-origin-from-hospital
1068,https://www.thenews.com.pk/print/367820-father-in-law-four-others-held-for-woman-s-honour-killing
1069,https://www.dawn.com/news/1586257
1070,https://www.dawn.com/news/1353936
1071,https://www.thenews.com.pk/latest/197711-Sharmeen-Obaid-Chinoy-speaks-about-her-Award-winning-movie-Girl-in-the-River
1072,https://www.dawn.com/news/1570011/woman-allegedly-abducted-raped
1073,https://www.dawn.com/news/1252880
1074,https://www.dawn.com/news/1389389
1075,https://www.dawn.com/news/1586630
1076,https://www.dawn.com/news/1409843
1077,https://www.dawn.com/trends/gender-violence
1078,https://www.thenews.com.pk/print/734925-girl-drowns-while-taking-selfie
1079,https://www.thenews.com.pk/latest/737079-queen-elizabeth-her-sister-margaret-allegedly-spotted-ghost-in-windsor-castle
1080,https://www.dawn.com/news/1520903
1081,https://www.thenews.com.pk/latest/110054-Erdogan-says-Obama-spoke-behind-my-back-on-press-freedom
1082,https://www.thenews.com.pk/archive/print/486795-%E2%80%98708-early-forced-marriages-reported-last-year%E2%80%99
1083,https://www.thenews.com.pk/print/741931-un-hails-new-therapy-to-prevent-hiv-in-women
1084,https://www.dawn.com/news/1532143
1085,https://www.dawn.com/news/1408478
1086,https://www.thenews.com.pk/print/740798-uae-relaxes-laws-on-alcohol-cohabitation
1087,https://www.dawn.com/news/1272264
1088,https://www.thenews.com.pk/latest/751083-woman-says-pakistani-cricket-skipper-babar-azam-allegedly-sexually
1089,https://www.thenews.com.pk/print/711624-eleven-more-suspects-detained-in-minor-girl-s-rape-and-murder-case
1090,https://www.dawn.com/news/1515129/boy-found-murdered-on-roof-of-hostel
1091,https://www.thenews.com.pk/print/464780-landmark-legislation-aimed-at-ending-early-marriages-in-sindh-being-poorly-implemented
1092,https://www.thenews.com.pk/print/736495-motorway-gang-rape
1093,https://www.thenews.com.pk/latest/600602-shc-suspends-judicial-magistrate-for-allegedly-raping-woman-in-his-chambers
1094,https://www.thenews.com.pk/print/732620-corona-cases-fail-to-move-opf-girl-college-management
1095,https://www.thenews.com.pk/print/539269-high-courts-to-establish-gbv-courts-by-nov-4
1096,https://www.thenews.com.pk/print/682253-four-parliamentary-groups-formed-to-deliberate-over-police-reforms
1097,https://www.thenews.com.pk/print/733608-widow-boy-assaulted
1098,https://www.dawn.com/news/69147/forced-marriages-among-pakistanis-on-the-rise-report
1099,https://www.dawn.com/news/1241354
1100,https://www.thenews.com.pk/archive/print/295906-young-artists-highlight-gender-based-violence
1101,https://www.dawn.com/news/1575634
1102,https://www.thenews.com.pk/print/441540-end-to-violence-against-women-demanded
1103,https://www.dawn.com/news/1572933/sc-lambastes-islamabad-police-chief-over-report-on-matiullah-jan-kidnapping
1104,https://www.dawn.com/news/1166907
1105,https://www.dawn.com/news/1514668
1106,https://www.thenews.com.pk/latest/478397-11-year-old-iranian-girl-beats-einstein-and-stephen-hawking-in-mensa-iq-tests
1107,https://www.thenews.com.pk/print/686760-macron-defends-promotion-of-minister-accused-of-rape
1108,https://www.dawn.com/news/1558385/man-arrested-for-allegedly-killing-nephew
1109,https://www.thenews.com.pk/print/504637-research-centre-to-be-established-to-help-judges-cjp
1110,http://www.dawn.com/news/1148093
1111,https://www.thenews.com.pk/print/534564-issues-of-honour
1112,https://www.dawn.com/news/1432634
1113,https://www.dawn.com/news/1045870
1114,https://www.thenews.com.pk/print/736651-three-men-accused-of-abduction-forced-conversion-of-christian-girl-granted-bail
1115,https://www.dawn.com/news/1450509
1116,https://www.thenews.com.pk/amp/132283-Promised-work-Myanmar-women-instead-forced-to-marry-in-China
1117,https://www.dawn.com/news/752244/the-wages-of-pride
1118,https://www.thenews.com.pk/print/718924-salient-features-of-draft-anti-rape-act-2020
1119,https://www.dawn.com/news/1541497
1120,https://www.thenews.com.pk/print/676537-new-york-city-to-remove-roosevelt-statue-over-racism-concerns
1121,https://www.dawn.com/news/1517889
1122,https://www.thenews.com.pk/print/198393-Police-fail-to-register-case-of-teenage-girls-honour-killing
1123,https://www.dawn.com/news/1580896/boy-killed-during-robbery
1124,https://www.thenews.com.pk/print/606824-protest-staged-against-rising-incidents-of-child-abuse
1125,https://www.dawn.com/news/1306976
1126,https://www.thenews.com.pk/print/211914-Sindh-govt-slammed-for-backtracking-on-promise-to-protect-minorities
1127,https://www.dawn.com/news/1515158
1128,https://www.thenews.com.pk/print/250542-cg-shelton-reiterates-us-support-for-activism-against-gender-based-violence
1129,https://www.dawn.com/news/1475161
1130,https://www.thenews.com.pk/print/231737-Women-need-to-know-their-rights-to-eliminate-violence-Malala
1131,https://www.thenews.com.pk/magazine/instep-today/90038-Team-Muhafizs-latest-edition-is-the-talk-of-the-town
1132,https://www.thenews.com.pk/print/716062-vc-salu-allegedly-forced-director-finance-to-clear-vendors-bills
1133,https://www.thenews.com.pk/latest/127716-South-Asia-Democracy-Watch-denounces-honour-killings-in-Pakistan
1134,https://www.dawn.com/news/1245034
1135,https://www.dawn.com/news/1326500
1136,https://www.dawn.com/news/1567444/man-arrested-for-allegedly-killing-wife
1137,https://www.thenews.com.pk/latest/713808-police-arrests-22-year-old-for-allegedly-killing-sister-for-honour
1138,https://www.dawn.com/news/1252888
1139,https://www.thenews.com.pk/print/612322-us-city-appoints-its-first-muslim-police-chief
1140,https://www.thenews.com.pk/print/193347-RIS-organises-Womens-Day
1141,https://www.thenews.com.pk/article-107813-Islamabad-police-arrest-22-suspects
1142,https://www.dawn.com/news/1509911
1143,https://www.dawn.com/news/736406
1144,https://www.thenews.com.pk/latest/234748-Pakistani-activist-Gulalai-Ismail-wins-Anna-Plitkovskaya-Award
1145,https://www.dawn.com/news/1547062/nausheen-to-lead-fbr-amid-big-tax-revenue-shortfall
1146,https://www.thenews.com.pk/print/214884-Honour-killing-accused-arrested-in-Faisalabad
1147,https://www.thenews.com.pk/latest/697396-bilawal-slams-centre-for-quoting-hrw-on-kashmir-but-ignoring-on-national-issues
1148,https://www.thenews.com.pk/print/610201-police-investigation-is-entry-point-in-criminal-justice-system
1149,https://www.dawn.com/news/1500539/reluctance-to-report
1150,https://www.thenews.com.pk/print/409938-police-arrest-suspect-in-upper-kohistan-honour-killing-case
1151,https://www.thenews.com.pk/print/740375-18-year-old-indian-girl-breaks-world-record-for-longest-hair
1152,http://www.dawn.com/news/1099855
1153,https://www.thenews.com.pk/print/662426-this-is-how-police-solved-boy-s-murder-mystery-in-48-hours
1154,https://www.dawn.com/news/1580786
1155,https://www.dawn.com/news/1374023
1156,http://www.dawn.com/news/1221915
1157,https://www.thenews.com.pk/archive/print/259816-sho-issued-contempt-notice-for-harrassing-couple
1158,https://www.thenews.com.pk/print/466568-moot-asks-women-councillors-to-help-combat-gender-based-violence
1159,https://www.thenews.com.pk/print/658769-12-year-old-disabled-girl-raped
1160,https://www.dawn.com/news/1273733/girl-boy-allegedly-killed-for-honour-in-kohistan
1161,https://www.thenews.com.pk/print/729150-motorway-gang-rape-abid-sent-on-14-day-judicial-remand
1162,https://www.thenews.com.pk/latest/632400-ariana-grande-files-for-restraining-order-against-fan-allegedly-trespassing
1163,https://www.dawn.com/news/1374502
1164,https://www.thenews.com.pk/print/164496-Understanding-the-anti-rape-law
1165,https://www.thenews.com.pk/print/51966-npt-blackmail
1166,https://www.thenews.com.pk/print/198866-Child-abuse
1167,https://www.thenews.com.pk/print/51401-1000-girls-forcibly-converted-to-islam-in-pakistan-every-year
1168,https://www.dawn.com/news/1574427
1169,https://www.dawn.com/news/1531683
1170,https://www.dawn.com/news/1541189
1171,https://www.dawn.com/news/1383652
1172,https://www.thenews.com.pk/latest/743783-kashmore-case-pm-imran-khan-hails-police-hero
